# Weather station Yahotyn, Ukraine, WMO_ID=33356,selection from 27.10.2017 till 27.10.2018, all days
# Encoding: ANSI
# The data is provided by the website "Reliable Prognosis", rp5.ua 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ua/archive.php?wmo_id=33356&lang=en
#
"Local time in Yahotyn";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.10.2018 15:00";"16.0";"760.5";"771.8";"";"61";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.10.2018 12:00";"13.8";"761.2";"772.6";"";"71";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.10.2018 09:00";"7.9";"761.0";"772.6";"";"93";"Wind blowing from the north-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"10.10.2018 06:00";"6.1";"760.9";"772.6";"";"92";"Wind blowing from the north";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"10.10.2018 03:00";"5.3";"760.1";"771.8";"";"95";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"10.10.2018 00:00";"4.7";"760.0";"771.8";"";"95";"Wind blowing from the north-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"09.10.2018 21:00";"5.9";"759.4";"771.1";"";"95";"Calm, no wind";"0";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"09.10.2018 18:00";"8.7";"759.5";"771.1";"";"82";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.10.2018 15:00";"9.9";"758.8";"770.3";"";"78";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.10.2018 12:00";"9.7";"758.8";"770.3";"";"78";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.10.2018 09:00";"8.1";"758.7";"770.3";"";"86";"Wind blowing from the north-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"09.10.2018 06:00";"6.1";"757.1";"768.8";"";"92";"Wind blowing from the north";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"09.10.2018 03:00";"9.7";"756.6";"768.1";"";"86";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.10.2018 00:00";"11.4";"756.7";"768.1";"";"83";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2018 21:00";"15.2";"755.3";"766.6";"";"76";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2018 18:00";"18.0";"754.0";"765.1";"";"71";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2018 15:00";"19.6";"753.2";"764.3";"";"55";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2018 12:00";"17.0";"753.1";"764.3";"";"57";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2018 09:00";"8.4";"752.8";"764.3";"";"70";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2018 06:00";"4.3";"751.9";"763.6";"";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2018 03:00";"5.5";"752.7";"764.3";"";"86";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2018 00:00";"7.7";"752.8";"764.3";"";"81";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2018 21:00";"9.5";"752.8";"764.3";"";"67";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2018 18:00";"15.8";"753.1";"764.3";"";"46";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2018 15:00";"18.8";"753.2";"764.3";"";"44";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2018 12:00";"14.8";"755.3";"766.6";"";"72";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2018 09:00";"9.7";"755.1";"766.6";"";"86";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2018 06:00";"7.1";"755.0";"766.6";"";"93";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2018 03:00";"8.1";"755.7";"767.3";"";"85";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2018 00:00";"9.8";"756.6";"768.1";"";"71";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2018 21:00";"10.6";"756.6";"768.1";"";"70";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2018 18:00";"15.0";"757.5";"768.8";"";"54";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2018 15:00";"17.8";"759.1";"770.3";"";"45";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2018 12:00";"15.2";"760.5";"771.8";"";"50";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2018 09:00";"7.0";"760.9";"772.6";"";"91";"Wind blowing from the south";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"06.10.2018 06:00";"3.5";"760.8";"772.6";"";"97";"Wind blowing from the south";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"06.10.2018 03:00";"3.3";"760.8";"772.6";"";"94";"Wind blowing from the south";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"06.10.2018 00:00";"4.4";"760.8";"772.6";"";"90";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"05.10.2018 21:00";"6.9";"760.9";"772.6";"";"75";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2018 18:00";"12.6";"760.4";"771.8";"";"54";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2018 15:00";"12.4";"760.3";"771.8";"";"48";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2018 12:00";"11.2";"760.3";"771.8";"";"63";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2018 09:00";"6.0";"760.1";"771.8";"";"82";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2018 06:00";"4.7";"758.6";"770.3";"";"86";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2018 03:00";"4.5";"757.1";"768.8";"";"78";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2018 00:00";"5.5";"755.6";"767.3";"";"74";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2018 21:00";"8.5";"753.6";"765.1";"";"58";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2018 18:00";"10.5";"751.4";"762.8";"";"54";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2018 15:00";"12.5";"750.0";"761.3";"";"49";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2018 12:00";"11.2";"749.3";"760.6";"";"45";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2018 09:00";"8.7";"747.6";"759.2";"";"73";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"5.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"15.0";"4.1";"";"";"Surface of ground moist.";"3.0";"";"";
"04.10.2018 06:00";"6.7";"746.8";"758.3";"";"86";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2018 03:00";"6.3";"746.8";"758.3";"";"88";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2018 00:00";"8.3";"746.9";"758.3";"";"79";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2018 21:00";"10.6";"747.0";"758.3";"";"70";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2018 18:00";"11.2";"746.3";"757.6";"";"68";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2018 15:00";"12.4";"746.4";"757.6";"";"58";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2018 12:00";"11.4";"746.3";"757.6";"";"76";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2018 09:00";"11.2";"745.5";"756.8";"";"95";"Wind blowing from the west";"3";"";"";"";" ";"Rain and snow or other types of solid precipitation";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";"";
"03.10.2018 06:00";"11.0";"745.5";"756.8";"";"97";"Calm, no wind";"0";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";"";
"03.10.2018 03:00";"11.2";"746.3";"757.6";"";"96";"Calm, no wind";"0";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"03.10.2018 00:00";"11.8";"747.8";"759.1";"";"92";"Wind blowing from the south-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"02.10.2018 21:00";"10.6";"748.5";"759.8";"";"96";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"02.10.2018 18:00";"16.0";"748.7";"759.8";"";"76";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2018 15:00";"15.5";"748.6";"759.8";"";"78";"Wind blowing from the south";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2018 12:00";"14.1";"749.4";"760.6";"";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2018 09:00";"9.1";"749.2";"760.6";"";"93";"Wind blowing from the north";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"02.10.2018 06:00";"8.5";"749.2";"760.6";"";"88";"Wind blowing from the north-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"02.10.2018 03:00";"8.1";"749.1";"760.6";"";"87";"Wind blowing from the north-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"02.10.2018 00:00";"7.3";"750.6";"762.1";"";"90";"Wind blowing from the north-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"01.10.2018 21:00";"8.2";"750.6";"762.1";"";"81";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.10.2018 18:00";"14.5";"750.9";"762.1";"";"46";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.10.2018 15:00";"16.0";"753.1";"764.3";"";"41";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.10.2018 12:00";"14.2";"754.5";"765.8";"";"43";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.10.2018 09:00";"6.1";"755.7";"767.3";"";"79";"Wind blowing from the south-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"01.10.2018 06:00";"1.9";"756.3";"768.1";"";"94";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"01.10.2018 03:00";"2.1";"757.0";"768.8";"";"96";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";"";
"01.10.2018 00:00";"2.9";"757.8";"769.6";"";"94";"Wind blowing from the east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"30.09.2018 21:00";"5.3";"757.9";"769.6";"";"86";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.09.2018 18:00";"12.0";"758.2";"769.6";"";"58";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.09.2018 15:00";"13.0";"758.9";"770.3";"";"51";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.09.2018 12:00";"11.4";"760.3";"771.8";"";"50";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.09.2018 09:00";"5.3";"760.1";"771.8";"";"89";"Wind blowing from the north-east";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"30.09.2018 06:00";"3.3";"758.5";"770.3";"";"94";"Wind blowing from the north-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"30.09.2018 03:00";"3.7";"757.8";"769.6";"";"95";"Wind blowing from the north-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"30.09.2018 00:00";"5.3";"757.1";"768.8";"";"94";"Wind blowing from the north-west";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"29.09.2018 21:00";"7.1";"755.7";"767.3";"";"93";"Wind blowing from the north";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";"";
"29.09.2018 18:00";"9.9";"754.3";"765.8";"";"92";"Wind blowing from the north-west";"1";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"29.09.2018 15:00";"10.9";"752.9";"764.3";"";"89";"Wind blowing from the north";"1";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"29.09.2018 12:00";"11.0";"752.2";"763.6";"";"91";"Wind blowing from the north-west";"1";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"29.09.2018 09:00";"11.4";"750.7";"762.1";"";"92";"Wind blowing from the north-west";"2";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"29.09.2018 06:00";"12.0";"749.3";"760.6";"";"88";"Wind blowing from the south-west";"1";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.09.2018 03:00";"11.2";"749.3";"760.6";"";"87";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.09.2018 00:00";"11.6";"749.3";"760.6";"";"77";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.09.2018 21:00";"13.1";"750.0";"761.3";"";"78";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.09.2018 18:00";"16.6";"750.2";"761.3";"";"66";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.09.2018 15:00";"17.6";"751.7";"762.8";"";"59";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.09.2018 12:00";"16.8";"753.1";"764.3";"";"70";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.09.2018 09:00";"11.6";"753.9";"765.4";"";"90";"Wind blowing from the west-southwest";"2";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"8.1";"";"";"";"";"";"";"4.5";"10.0";"";"";"";"";"";"";
"28.09.2018 06:00";"8.1";"754.3";"765.8";"";"96";"Wind blowing from the south-west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";"";
"28.09.2018 03:00";"9.5";"755.1";"766.6";"";"93";"Wind blowing from the west";"2";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"28.09.2018 00:00";"10.8";"755.2";"766.6";"";"84";"Wind blowing from the west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.09.2018 21:00";"12.2";"755.2";"766.6";"";"76";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.09.2018 18:00";"12.9";"754.5";"765.8";"";"72";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.09.2018 15:00";"12.6";"754.4";"765.8";"";"68";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.09.2018 12:00";"11.2";"755.2";"766.6";"";"63";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.09.2018 09:00";"8.2";"755.7";"767.3";"";"78";"Wind blowing from the south-west";"4";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.09.2018 06:00";"7.9";"757.2";"768.8";"";"68";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.09.2018 03:00";"4.5";"759.3";"771.1";"";"78";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.09.2018 00:00";"4.7";"760.8";"772.6";"";"72";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.09.2018 21:00";"5.3";"762.3";"774.1";"";"61";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.09.2018 18:00";"11.9";"761.8";"773.3";"";"43";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.09.2018 15:00";"11.1";"762.6";"774.1";"";"44";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.09.2018 12:00";"10.8";"762.5";"774.1";"";"58";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.09.2018 09:00";"5.2";"761.5";"773.3";"";"84";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.09.2018 06:00";"4.3";"760.0";"771.8";"";"89";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.09.2018 03:00";"6.1";"758.6";"770.3";"";"83";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.09.2018 00:00";"6.1";"757.1";"768.8";"";"83";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.09.2018 21:00";"6.9";"755.7";"767.3";"";"81";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.09.2018 18:00";"9.9";"753.6";"765.1";"";"70";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.09.2018 15:00";"11.0";"752.2";"763.6";"";"74";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.09.2018 12:00";"10.5";"750.7";"762.1";"";"76";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.09.2018 09:00";"9.1";"749.2";"760.6";"";"88";"Wind blowing from the west";"3";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.09.2018 06:00";"8.9";"748.4";"759.8";"";"83";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.09.2018 03:00";"8.9";"746.9";"758.3";"";"84";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.09.2018 00:00";"8.9";"746.9";"758.3";"";"85";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.09.2018 21:00";"10.2";"745.5";"756.8";"";"77";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.09.2018 18:00";"11.0";"744.8";"756.1";"";"80";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.09.2018 15:00";"15.2";"743.0";"754.3";"";"89";"Wind blowing from the south-west";"5";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"300-600";"";"";"8.0";"13.4";"8.0";"6";"";"";"";"";
"24.09.2018 12:00";"12.6";"742.9";"754.3";"";"93";"Wind blowing from the south";"5";"";"";"100%.";"Rain shower(s), slight. ";"Shower(s).";"Shower(s).";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"100%.";"600-1000";"";"";"7.0";"11.5";"";"";"";"";"";"";
"24.09.2018 09:00";"11.6";"744.1";"755.3";"";"87";"Wind blowing from the south";"5";"";"";"";" ";"Shower(s).";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"24.09.2018 06:00";"11.4";"746.8";"758.2";"";"69";"Wind blowing from the south-southeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"14.0";"5.8";"";"";"";"";"";"";
"24.09.2018 03:00";"8.3";"749.1";"760.6";"";"85";"Wind blowing from the south-east";"3";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";"";
"24.09.2018 00:00";"6.5";"751.2";"762.8";"";"93";"Wind blowing from the south-east";"1";"";"";"";"Mist. ";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";"";
"23.09.2018 21:00";"8.3";"751.3";"763.0";"";"90";"Wind blowing from the south";"1";"";"";"no clouds";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"15.5";"";"";"";"";"";"8.0";"6.8";"";"";"";"";"";"";
"23.09.2018 18:00";"15.2";"751.6";"762.8";"";"56";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.09.2018 15:00";"15.3";"751.6";"762.8";"";"60";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.09.2018 12:00";"13.2";"752.3";"763.6";"";"74";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
